deltaT,x1,y1,x2,y2
0.01,1.71508084088744,0.281143265692891,1.98322940817654,0.994248879304572
0.001,1.73514559397633,0.289054766389886,2.00266582797022,0.997134695350053
0.0001,1.73613153374351,0.290076466699762,2.00462149301592,0.998859408850012
0.00001,1.73647661481595,0.290368803038486,2.00487596454605,0.999093795720012
0.000001,1.73651777885718,0.29040417739111,2.00492164765476,0.999132481113516
0.0000001,1.73652329552253,0.29040892995453,2.00492664842586,0.999136791593848
0.00000001,1.73652349453573,0.290409101481577,2.00492706619275,0.99913713313523
0.000000001,1.73652351205291,0.290409116580894,2.00492709915086,0.99913716063705
